;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;species_copy;bird_type;family;scientific_name
5516;311371;Influenza - Avian;H5N1 HPAI;10.1439;8.8006;ZAKARI FARMS, RUKUBA ROAD;Nigeria;Africa;2022-01-11;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5517;311374;Influenza - Avian;H5N1 HPAI;9.6805;8.7232;SABON BARKI, BUKURU;Nigeria;Africa;2022-01-11;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5518;311373;Influenza - Avian;H5N1 HPAI;9.9907;8.8837;NEPA ZARIA ROAD;Nigeria;Africa;2022-01-11;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5519;311747;Influenza - Avian;H5N1 HPAI;54.33;-4.5;Sulby, Isle of Man;Isle of Man;Europe;2022-01-11;2022-01-17;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
5520;311615;Influenza - Avian;H5N1 HPAI;46.689485;19.807463;Kiskunfélegyháza;Hungary;Europe;2022-01-11;2022-01-17;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Duck,;Domestic;NA;NA
5521;311785;Influenza - Avian;H5N1 HPAI;43.788531;11.142187;Campi Bisenzio;Italy;Europe;2022-01-11;2022-01-18;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
5522;311822;Influenza - Avian;H5N1 HPAI;53.523;9.946;Hamburg;Germany;Europe;2022-01-11;2022-01-19;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Laridae;NA
5523;311825;Influenza - Avian;H5N1 HPAI;50.7134;7.1442;Bonn;Germany;Europe;2022-01-11;2022-01-19;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5524;311794;Influenza - Avian;H5N1 HPAI;46.4435;15.7896;Zlatoli je;Slovenia;Europe;2022-01-11;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5525;311969;Influenza - Avian;H5N1 HPAI;54.2167;8.89167;Putbus;Germany;Europe;2022-01-11;2022-01-24;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5526;312491;Influenza - Avian;H5N1 HPAI;10.1975;11.4944;Boltondg road;Nigeria;Africa;2022-01-11;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5527;312490;Influenza - Avian;H5N1 HPAI;11.8842;8.5468;DAN-SANGO;Nigeria;Africa;2022-01-11;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5528;312936;Influenza - Avian;H5N1 HPAI;49.890914;14.401159;Davle - Vltava river;Czech Republic;Europe;2022-01-11;2022-02-09;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5529;312987;Influenza - Avian;H5N1 HPAI;54.2989;9.7165;Schacht-Audorf;Germany;Europe;2022-01-11;2022-02-09;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5530;312968;Influenza - Avian;H5N1 HPAI;48.4947;16.9587;Malacky;Slovakia;Europe;2022-01-11;2022-02-09;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5531;313234;Influenza - Avian;H5N1 HPAI;53.616651;9.771475;Pinneberg;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5532;313235;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Meldorf;Germany;Europe;2022-01-11;2022-02-10;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae),;Wild;Laridae;NA
5533;313233;Influenza - Avian;H5N1 HPAI;53.773;9.657;Elmshorn;Germany;Europe;2022-01-11;2022-02-10;Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae),;Wild;Accipitridae;NA
5534;313244;Influenza - Avian;H5N1 HPAI;53.863;9.437;Barenfleth;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5535;313246;Influenza - Avian;H5N1 HPAI;53.742;9.468;Kollmar;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5536;313239;Influenza - Avian;H5N1 HPAI;53.683;9.669;Uetersen;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5537;313247;Influenza - Avian;H5N1 HPAI;54.001362;9.36636;Vaale;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5538;313236;Influenza - Avian;H5N1 HPAI;53.655;9.615;Haselau;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5539;313245;Influenza - Avian;H5N1 HPAI;53.952;9.497;Itzehoe;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5540;313241;Influenza - Avian;H5N1 HPAI;54.205;9.106;Heide;Germany;Europe;2022-01-11;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5541;313288;Influenza - Avian;H5N2 HPAI;23.638;120.485;DounanTownship;Taiwan (Province of China);Asia;2022-01-11;2022-02-14;Domestic,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N2;Domestic,Goose,;Domestic;NA;NA
5542;329920;Influenza - Avian;H5N1 HPAI;10.21826;11.30503;Yelmatu Deba;Nigeria;Africa;2022-01-11;2022-08-26;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
5543;311026;Influenza - Avian;H5N1 HPAI;53.335941;18.340128;Chrystkowo     ;Poland;Europe;2022-01-10;2022-01-12;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5544;311024;Influenza - Avian;H5N1 HPAI;54.074151;16.394144;Mostowo     ;Poland;Europe;2022-01-10;2022-01-12;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5545;311342;Influenza - Avian;H5N1 HPAI;39.457489;-8.431465;Vila Nova Da Barquinha;Portugal;Europe;2022-01-10;2022-01-14;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5546;311574;Influenza - Avian;H5N1 HPAI;52.45;5.41;Lelystad;Netherlands;Europe;2022-01-10;2022-01-14;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;Wild;Anatidae;Branta leucopsis
5547;311376;Influenza - Avian;H5N1 HPAI;40.8536;-4.7617;El Oso;Spain;Europe;2022-01-10;2022-01-14;Wild,Grey Heron:Ardea cinerea(Ardeidae),Wild,Greylag Goose:Anser anser(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Grey Heron:Ardea cinerea(Ardeidae),Wild,Greylag Goose:Anser anser(Anatidae),;Wild;Ardeidae;Ardea cinerea
5548;311363;Influenza - Avian;H5N1 HPAI;32.568154;34.940126;MAYAN ZEVI;Israel;Asia;2022-01-10;2022-01-15;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
5549;311786;Influenza - Avian;H5N1 HPAI;45.508163;11.720531;Camisano Vicentino;Italy;Europe;2022-01-10;2022-01-18;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
5550;311816;Influenza - Avian;H5N1 HPAI;52.7624;12.863;Fehrbellin;Germany;Europe;2022-01-10;2022-01-19;Wild,Accipitridae (Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Accipitridae (Accipitridae),;Wild;Accipitridae;NA
5551;311809;Influenza - Avian;H5N1 HPAI;52.467165;20.860149;Skrzeszew     ;Poland;Europe;2022-01-10;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5552;311795;Influenza - Avian;H5N1 HPAI;46.3789;15.6732;Pragersko ponds;Slovenia;Europe;2022-01-10;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5553;311798;Influenza - Avian;H5N1 HPAI;46.4116;15.8875;Ptuj;Slovenia;Europe;2022-01-10;2022-01-19;Wild,Yellow-legged Gull ,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Yellow-legged Gull ,;Wild;NA;NA
5554;311723;Influenza - Avian;H5N1 HPAI;53.15;-2.67;Tattenhall, Cheshire West and Chester;U.K. of Great Britain and Northern Ireland;Europe;2022-01-10;2022-01-21;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
5555;311722;Influenza - Avian;H5N1 HPAI;53.09;-2.8;Tattenhall, Cheshire West and Chester;U.K. of Great Britain and Northern Ireland;Europe;2022-01-10;2022-01-21;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
5556;311737;Influenza - Avian;H5N1 HPAI;60.82;4.87;Borilden;Norway;Europe;2022-01-10;2022-01-21;Wild,White tailed eagle (Haliaeetus albicilla),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,White tailed eagle (Haliaeetus albicilla),;Wild;NA;Haliaeetus albicilla
5557;312084;Influenza - Avian;H5N1 HPAI;39.35;-9.33;Baleal beach;Portugal;Europe;2022-01-10;2022-01-25;Wild,Yellow-legged Gull ,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Yellow-legged Gull ,;Wild;NA;NA
5558;311982;Influenza - Avian;H5N1 HPAI;42.0636;-4.7485;Fuentes de Nava;Spain;Europe;2022-01-10;2022-01-25;Wild,Stork,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Stork,;Wild;NA;NA
5559;312204;Influenza - Avian;HPAI;41.8103;25.635;Bulgaria;Bulgaria;Europe;2022-01-10;2022-01-27;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;HPAI;Domestic,Duck,;Domestic;NA;NA
5560;313088;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Dagebüll;Germany;Europe;2022-01-10;2022-02-09;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Anatidae;NA
5561;313087;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Reußenköge;Germany;Europe;2022-01-10;2022-02-09;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Laridae;NA
5562;312985;Influenza - Avian;H5N1 HPAI;53.801;10.263;grabau;Germany;Europe;2022-01-10;2022-02-09;Wild,Swan,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Swan,;Wild;NA;NA
5563;313089;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Okholm;Germany;Europe;2022-01-10;2022-02-09;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5564;314299;Influenza - Avian;H5N1 HPAI;42.0636;-4.7485;Fuentes de Nava;Spain;Europe;2022-01-10;2022-02-22;Wild,Stork,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Stork,;Wild;NA;NA
5565;314304;Influenza - Avian;H5N1 HPAI;40.854;-4.762;El Oso;Spain;Europe;2022-01-10;2022-02-22;Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),Wild,Egret,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),Wild,Egret,;Wild;Anatidae;NA
5566;311017;Influenza - Avian;H5N1 HPAI;52.093889;22.912222;Ce ujki     ;Poland;Europe;2022-01-09;2022-01-12;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
5567;311016;Influenza - Avian;H5N1 HPAI;51.471668;22.951163;Stary U cimów      ;Poland;Europe;2022-01-09;2022-01-12;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
5568;311012;Influenza - Avian;H5N1 HPAI;51.41871;17.674939;Paw ów;Poland;Europe;2022-01-09;2022-01-12;Domestic,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Goose,;Domestic;NA;NA
5569;311013;Influenza - Avian;H5N1 HPAI;51.518889;18.039167;Kaliszkowice Kaliskie     ;Poland;Europe;2022-01-09;2022-01-12;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
5570;311368;Influenza - Avian;H5N1 HPAI;8.9304;7.7002;UKE;Nigeria;Africa;2022-01-09;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5571;311375;Influenza - Avian;H5N1 HPAI;6.1682;5.648;OBOSA FARMS;Nigeria;Africa;2022-01-09;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5572;311366;Influenza - Avian;H5N1 HPAI;9.0352;7.3933;GARKI;Nigeria;Africa;2022-01-09;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5573;311806;Influenza - Avian;H5N1 HPAI;50.94905;5.74216;Maasmechelen;Belgium;Europe;2022-01-09;2022-01-19;Wild,Canada Goose:Branta canadensis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Canada Goose:Branta canadensis(Anatidae),;Wild;Anatidae;Branta canadensis
5574;311799;Influenza - Avian;H5N1 HPAI;46.5507;15.6661;Maribor;Slovenia;Europe;2022-01-09;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5575;311800;Influenza - Avian;H5N1 HPAI;46.5518;15.6578;Maribor;Slovenia;Europe;2022-01-09;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5576;311015;Influenza - Avian;H5N1 HPAI;51.73144;18.81004;Ro d a y      ;Poland;Europe;2022-01-08;2022-01-12;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Duck,;Domestic;NA;NA
5577;311365;Influenza - Avian;H5N1 HPAI;6.076;5.5855;OSAMUJO;Nigeria;Africa;2022-01-08;2022-01-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
5578;311612;Influenza - Avian;H5N1 HPAI;48.122226;21.469344;Rakamaz;Hungary;Europe;2022-01-08;2022-01-17;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5579;311802;Influenza - Avian;H5N1 HPAI;46.358;15.6814;Sestrsko lake;Slovenia;Europe;2022-01-08;2022-01-19;Wild,Goose,Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Goose,Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5580;311792;Influenza - Avian;H5N1 HPAI;46.5537;15.6766;Melje, left side of river Drava;Slovenia;Europe;2022-01-08;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5581;311796;Influenza - Avian;H5N1 HPAI;46.5505;15.6658;Maribor;Slovenia;Europe;2022-01-08;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5582;311789;Influenza - Avian;H5N1 HPAI;46.5544;15.6782;Melje, right side of the river Drava;Slovenia;Europe;2022-01-08;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5583;311793;Influenza - Avian;H5N1 HPAI;46.4419;15.7822;Zlatolicje;Slovenia;Europe;2022-01-08;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5584;313248;Influenza - Avian;H5N1 HPAI;53.861;9.328;Brokdorf;Germany;Europe;2022-01-08;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;Wild;Anatidae;NA
5585;310811;Influenza - Avian;H5N1 HPAI;52.34;5.15;Almere;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Greylag Goose:Anser anser(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Greylag Goose:Anser anser(Anatidae),;Wild;Anatidae;Anser anser
5586;310787;Influenza - Avian;H5N1 HPAI;53.161901;6.002413;add;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Mallard:Anas platyrhynchos(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mallard:Anas platyrhynchos(Anatidae),;Wild;Anatidae;Anas platyrhynchos
5587;310806;Influenza - Avian;H5N1 HPAI;53.2778;5.6106;St. Jacobiparochi;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Owl,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Owl,;Wild;NA;NA
5588;310808;Influenza - Avian;H5N1 HPAI;52.15;6.21;Zutphen;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Herring Gull:Larus argentatus(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Herring Gull:Larus argentatus(Laridae),;Wild;Laridae;Larus argentatus
5589;310805;Influenza - Avian;H5N1 HPAI;51.82;3.93;Ouddorp;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Buzzard,;Wild;NA;NA
5590;310786;Influenza - Avian;H5N1 HPAI;52.49;4.74;Assendelft;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Greylag Goose:Anser anser(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Greylag Goose:Anser anser(Anatidae),;Wild;Anatidae;Anser anser
5591;310803;Influenza - Avian;H5N1 HPAI;52.64;5.124;Schellinkhout;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;Wild;Anatidae;Branta leucopsis
5592;310809;Influenza - Avian;H5N1 HPAI;52.6418;5.14;Wijdenes;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;Wild;Anatidae;Branta leucopsis
5593;310788;Influenza - Avian;H5N1 HPAI;52.08;5.05;Utrecht;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5594;310810;Influenza - Avian;H5N1 HPAI;52.0595;5.05;Utrecht;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5595;310789;Influenza - Avian;H5N1 HPAI;51.4834;3.98;Kapelle;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;Wild;Anatidae;Branta leucopsis
5596;310804;Influenza - Avian;H5N1 HPAI;51.27;3.9703;Axel;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Buzzard,;Wild;NA;NA
5597;310949;Influenza - Avian;H5N1 HPAI;52;4.666667;Oostvoorne;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;Wild;Anatidae;Branta leucopsis
5598;310801;Influenza - Avian;H5N1 HPAI;51.9548;4.6659;Ouderkerk aan den IJssel;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Black headed gull (Chroicocephalus ridibundus),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Black headed gull (Chroicocephalus ridibundus),;Wild;NA;Chroicocephalus ridibundus
5599;310802;Influenza - Avian;H5N1 HPAI;52.04;4.444;Pijnacker;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Canada Goose:Branta canadensis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Canada Goose:Branta canadensis(Anatidae),;Wild;Anatidae;Branta canadensis
5600;310807;Influenza - Avian;H5N1 HPAI;51.8;4.24;Zuidland;Netherlands;Europe;2022-01-07;2022-01-10;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Buzzard,;Wild;NA;NA
5601;311020;Influenza - Avian;H5N1 HPAI;51.72448;19.523996; ód ;Poland;Europe;2022-01-07;2022-01-12;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5602;311346;Influenza - Avian;H5N1 HPAI;51.944288;-7.907249;Youghal;Ireland;Europe;2022-01-07;2022-01-14;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Buzzard,;Wild;NA;NA
5603;311821;Influenza - Avian;H5N1 HPAI;53.544392;9.902126;Hamburg;Germany;Europe;2022-01-07;2022-01-19;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Accipitridae (Accipitridae),Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),Wild,Accipitridae (Accipitridae),Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Anatidae;NA
5604;311801;Influenza - Avian;H5N1 HPAI;46.4442;15.7928;Starse;Slovenia;Europe;2022-01-07;2022-01-19;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
5605;312798;Influenza - Avian;H5N2 HPAI;23.840771;120.423622;Zhutang Township;Taiwan (Province of China);Asia;2022-01-07;2022-02-06;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N2;Domestic,Chicken,;Domestic;NA;NA
