;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;bird_type;family;scientific_name
1384;287170;Influenza - Avian;H5N8 HPAI;32.896308;59.054948;BIRJAND;Iran  (Islamic Republic of);Asia;2021-01-01;2021-01-26;domestic, chicken;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Phasianidae;NA
1385;287169;Influenza - Avian;H5N8 HPAI;33.0;131.0;Satsumasendai-City 1;Japan;Asia;2021-01-16;2021-01-22;wild,mallard:anas platyrhynchos (anatidae), wild, stork);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1386;287168;Influenza - Avian;H5 HPAI;44.18;28.59;Constanta harbour;Romania;Europe;2021-01-13;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5;Wild;anatidae;NA
1387;287167;Influenza - Avian;H5 HPAI;44.17;28.58;Constanta harbour;Romania;Europe;2021-01-08;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5;Wild;anatidae;NA
1388;287166;Influenza - Avian;H5 HPAI;44.17;28.58;Constanta harbour;Romania;Europe;2021-01-08;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5;Wild;anatidae;NA
1389;287164;Influenza - Avian;H5N8 HPAI;33.006586;35.097195;NAHARIYYA;Israel;Asia;2021-01-14;2021-01-25;domestic,unspecified bird,wild,anatidae (unidentified), wild, phasianidae (unidentified):phasianidae (incognita)(phasianidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;anatidae;NA
1390;287163;Influenza - Avian;H5N8 HPAI;53.11;18.3;Toporzysko;Poland;Europe;2021-01-18;2021-01-25;wild,mute swan:cygnus olor (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1391;287162;Influenza - Avian;H5N8 HPAI;24.834;76.0065;DARA Forest Range Office;India;Asia;2021-01-01;2021-01-23;wild,house crow (corvus splendens));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1392;287161;Influenza - Avian;H5N8 HPAI;24.6496;75.9434;SDM Residence Area;India;Asia;2021-01-01;2021-01-23;wild,house crow (corvus splendens));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1393;287160;Influenza - Avian;H5N8 HPAI;26.93219;75.81727;Radi Ke Bajaji Temple;India;Asia;2020-12-25;2021-01-23;wild,crow,wild,house crow (corvus splendens));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1394;287159;Influenza - Avian;H5N8 HPAI;51.607;-8.847;Middle Ring Pier;Ireland;Europe;2020-12-29;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1395;287158;Influenza - Avian;H5N8 HPAI;53.857;-6.57;Silverhill;Ireland;Europe;2020-12-21;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1396;287157;Influenza - Avian;H5N8 HPAI;53.863;-6.592;Townparks;Ireland;Europe;2020-12-17;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1397;287156;Influenza - Avian;H5N8 HPAI;53.91;-2.97;Nr Shrewsbury;U.K. of Great Britain and Northern Ireland;Europe;2020-12-18;2021-01-22;wild,mute swan:cygnus olor (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1398;287155;Influenza - Avian;H5N8 HPAI;56.73;-2.49;Nr Montrose;U.K. of Great Britain and Northern Ireland;Europe;2020-12-16;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1399;287154;Influenza - Avian;H5N8 HPAI;57.35;-7.36;Nr Loch Bee;U.K. of Great Britain and Northern Ireland;Europe;2020-12-15;2021-01-22;wild,mute swan:cygnus olor (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1400;287153;Influenza - Avian;H5N8 HPAI;53.53;7.71;Wittmund;Germany;Europe;2021-01-20;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1401;287152;Influenza - Avian;H5N8 HPAI;53.02;8.45;Ganderkesee;Germany;Europe;2021-01-20;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1402;287151;Influenza - Avian;H5N8 HPAI;45.571062;12.709556;Eraclea;Italy;Europe;2021-01-04;2021-01-22;wild,eurasian buzzard (common buzzard):buteo buteo(accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1403;287150;Influenza - Avian;H5N8 HPAI;49.3575;14.1044;Zlivický rybník;Czech Republic;Europe;2021-01-20;2021-01-22;wild,mute swan:cygnus olor (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1404;287149;Influenza - Avian;H5 HPAI;51.0295;3.7737;Gentbrugge;Belgium;Europe;2021-01-11;2021-01-22;wild, herring gull;OIE;NA;NA;Confirmed;HPAI;H5;Wild;NA;NA
1405;287148;Influenza - Avian;H5N8 HPAI;31.813486;130.30395;Satsumasendai-City 1;Japan;Asia;2021-01-16;2021-01-22;wild,mallard:anas platyrhynchos (anatidae), wild, stork);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1406;287147;Influenza - Avian;H5N8 HPAI;32.58232;131.665141;Nobeoka-City 1;Japan;Asia;2021-01-06;2021-01-22;wild,northern pintail (anas acuta));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1407;287146;Influenza - Avian;H5N8 HPAI;37.734981;119.035344;Dawenliu Management Station;China;Asia;2021-01-13;2021-01-22;wild,mute swan:cygnus olor (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1408;287145;Influenza - Avian;H5N8 HPAI;23.718039;76.012809;Near Sai Temple Agar;India;Asia;2021-01-01;2021-01-24;wild,house crow (corvus splendens));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1409;287144;Influenza - Avian;H5N8 HPAI;24.0758;75.0761;Tehsil Complex;India;Asia;2020-12-27;2021-01-24;wild,crow,wild,house crow (corvus splendens));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1410;287143;Influenza - Avian;H5N8 HPAI;60.77;24.51;Janakkala;Finland;Europe;2021-01-15;2021-01-21;wild,phasianidae (unidentified):phasianidae (incognita)(phasianidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;phasianidae;NA
1411;287142;Influenza - Avian;H5N8 HPAI;55.736107;12.974072;Kävlinge;Sweden;Europe;2020-12-19;2021-01-21;wild, peregrine falcon;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1412;287141;Influenza - Avian;H5N8 HPAI;55.630504;13.126266;Staffanstorp;Sweden;Europe;2020-12-19;2021-01-21;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1413;287140;Influenza - Avian;H5N8 HPAI;51.65;6.5;Wesel;Germany;Europe;2021-01-08;2021-01-20;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1414;287139;Influenza - Avian;H5N8 HPAI;53.17;8.61;Bremen;Germany;Europe;2021-01-08;2021-01-20;wild,anatidae (unidentified));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1415;287138;Influenza - Avian;H5N8 HPAI;47.9;10.93;Landsberg a. Lech;Germany;Europe;2021-01-04;2021-01-20;wild, swan;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1416;287137;Influenza - Avian;H5N8 HPAI;56.807515;8.872587;Nykøbing M;Denmark;Europe;2021-01-10;2021-01-22;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1417;287136;Influenza - Avian;H5N8 HPAI;56.115209;12.31707;Gilleleje;Denmark;Europe;2021-01-05;2021-01-22;wild,accipitridae (accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1418;287135;Influenza - Avian;H5N8 HPAI;55.593335;8.963155;Hovborg;Denmark;Europe;2021-01-05;2021-01-22;wild,eurasian buzzard (common buzzard):buteo buteo(accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1419;287134;Influenza - Avian;H5N8 HPAI;55.865219;9.841415;Horsens;Denmark;Europe;2021-01-04;2021-01-22;wild, peregrine falcon;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1420;287133;Influenza - Avian;H5N8 HPAI;56.544261;9.853326;Fårup;Denmark;Europe;2021-01-03;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1421;287132;Influenza - Avian;H5N8 HPAI;56.260447;9.938259;Hammel;Denmark;Europe;2020-12-22;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1422;287131;Influenza - Avian;H5N8 HPAI;56.850235;9.697889;Suldrup;Denmark;Europe;2020-12-21;2021-01-22;wild,whooper swan:cygnus cygnus (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1423;287130;Influenza - Avian;H5N8 HPAI;57.098646;9.021886;Frøstrup2;Denmark;Europe;2020-12-20;2021-01-22;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1424;287129;Influenza - Avian;H5N8 HPAI;56.072289;8.272185;Ringkøbing;Denmark;Europe;2020-12-19;2021-01-22;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1425;287128;Influenza - Avian;H5N8 HPAI;57.188299;9.689015;Pandrup;Denmark;Europe;2020-12-16;2021-01-22;wild, peregrine falcon;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1426;287127;Influenza - Avian;H5N8 HPAI;55.917951;10.256472;Hou;Denmark;Europe;2020-12-16;2021-01-22;wild,eurasian buzzard (common buzzard):buteo buteo(accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1427;287126;Influenza - Avian;H5N8 HPAI;56.389702;9.341375;Viborg;Denmark;Europe;2020-12-15;2021-01-22;wild, goose;OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;NA;NA
1428;287125;Influenza - Avian;H5N8 HPAI;55.092642;9.297253;Rødekro2;Denmark;Europe;2020-12-12;2021-01-22;wild,eurasian buzzard (common buzzard):buteo buteo(accipitridae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1429;287124;Influenza - Avian;H5N8 HPAI;55.863374;8.973845;Sønder Omme;Denmark;Europe;2020-11-20;2021-01-22;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1430;287123;Influenza - Avian;H5N8 HPAI;57.098655;9.021886;Frøstrup;Denmark;Europe;2020-11-17;2021-01-22;wild,barnacle goose:branta leucopsis (anatidae));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1431;287122;Influenza - Avian;H5N8 HPAI;54.470038;9.51416;Pinneberg;Germany;Europe;2021-01-08;2021-01-22;wild,anatidae (unidentified));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1432;287121;Influenza - Avian;H5N8 HPAI;54.470038;9.51416;Steinburg;Germany;Europe;2021-01-08;2021-01-22;wild,anatidae (unidentified));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1433;287120;Influenza - Avian;H5N8 HPAI;54.470038;9.51416;Ostholstein;Germany;Europe;2020-12-17;2021-01-22;wild,accipitridae (accipitridae), wild, anatidae (unidentified));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;accipitridae;NA
1434;287119;Influenza - Avian;H5N8 HPAI;54.470038;9.51416;Dithmarschen;Germany;Europe;2020-12-15;2021-01-22;wild,anatidae (unidentified), wild, unspecified bird, wild, goose);OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1435;287118;Influenza - Avian;H5N8 HPAI;54.470038;9.51416;Pinneberg;Germany;Europe;2020-11-11;2021-01-22;wild,gull,wild,anatidae (unidentified));OIE;NA;NA;Confirmed;HPAI;H5N8;Wild;anatidae;NA
1436;287117;Influenza - Avian;H5N8 HPAI;43.745578;1.271;GRENADE;France;Europe;2021-01-18;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1437;287116;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;PRECHACQ-NAVARRENX;France;Europe;2021-01-16;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1438;287115;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;POEY-D''OLORON;France;Europe;2021-01-16;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1439;287114;Influenza - Avian;H5N8 HPAI;43.870417;-0.721498;MEILHAN;France;Europe;2021-01-16;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1440;287113;Influenza - Avian;H5N8 HPAI;43.652002;-0.393523;CASTELNAU-TURSAN;France;Europe;2021-01-16;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1441;287112;Influenza - Avian;H5N8 HPAI;43.748614;-0.259842;CAZERES-SUR-L''ADOUR;France;Europe;2021-01-16;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1442;287111;Influenza - Avian;H5N8 HPAI;43.827447;0.032483;MANCIET;France;Europe;2021-01-15;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1443;287110;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;NOUSTY;France;Europe;2021-01-15;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1444;287109;Influenza - Avian;H5N8 HPAI;43.659002;-1.015804;SAUGNAC-ET-CAMBRAN;France;Europe;2021-01-15;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1445;287108;Influenza - Avian;H5N8 HPAI;43.829107;-0.480044;BRETAGNE-DE-MARSAN;France;Europe;2021-01-15;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1446;287107;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;CHARRE;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1447;287106;Influenza - Avian;H5N8 HPAI;43.773501;-0.846205;ONARD;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1448;287105;Influenza - Avian;H5N8 HPAI;43.79095;-0.490262;SAINT-SEVER;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1449;287104;Influenza - Avian;H5N8 HPAI;43.282582;-0.111046;GARDERES;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1450;287103;Influenza - Avian;H5N8 HPAI;43.68984;-0.236341;BARCELONNE-DU-GERS;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1451;287102;Influenza - Avian;H5N8 HPAI;43.954077;0.275187;LARROQUE-SUR-L''OSSE;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1452;287101;Influenza - Avian;H5N8 HPAI;43.736835;-0.147207;LANNE-SOUBIRAN;France;Europe;2021-01-14;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1453;287100;Influenza - Avian;H5N8 HPAI;43.648269;-0.440281;URGONS;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1454;287099;Influenza - Avian;H5N8 HPAI;43.719027;-0.019298;SORBETS;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1455;287098;Influenza - Avian;H5N8 HPAI;43.864254;-0.143397;CASTEX-D''ARMAGNAC;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1456;287097;Influenza - Avian;H5N8 HPAI;43.74816;0.75058;MUGRON;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1457;287096;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;LAY-LAMIDOU;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1458;287095;Influenza - Avian;H5N8 HPAI;43.750495;-0.517751;MONTSOUE;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1459;287094;Influenza - Avian;H5N8 HPAI;43.635038;-0.500247;SAMADET;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1460;287093;Influenza - Avian;H5N8 HPAI;43.683331;-0.311401;AIRE-SUR-L''ADOUR;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1461;287092;Influenza - Avian;H5N8 HPAI;43.723365;-0.884043;GAMARDE-LES-BAINS;France;Europe;2021-01-13;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1462;287091;Influenza - Avian;H5N8 HPAI;43.628294;-0.33147;SORBETS;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1463;287090;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;SALLESPISSE;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1464;287089;Influenza - Avian;H5N8 HPAI;43.729266;-0.679305;HAURIET;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1465;287088;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;DOGNEN;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1466;287087;Influenza - Avian;H5N8 HPAI;43.672999;-0.504874;AUBAGNAN;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1467;287086;Influenza - Avian;H5N8 HPAI;43.60853;-0.778648;AMOU;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1468;287085;Influenza - Avian;H5N8 HPAI;43.855954;-0.157505;CASTEX-D''ARMAGNAC;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1469;287084;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;LOUVIE-JUZON;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1470;287083;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;LOUVIE-JUZON;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1471;287082;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;SAINT-ARMOU;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1472;287081;Influenza - Avian;H5N8 HPAI;43.66007;-0.45548;BATS;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1473;287080;Influenza - Avian;H5N8 HPAI;43.604557;-0.790156;CASTEL-SARRAZIN;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1474;287079;Influenza - Avian;H5N8 HPAI;43.607325;-0.31686;MIRAMONT-SENSACQ;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1475;287078;Influenza - Avian;H5N8 HPAI;43.505923;-0.438404;LOUVIGNY;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1476;287077;Influenza - Avian;H5N8 HPAI;43.816997;-0.235278;HONTANX;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1477;287076;Influenza - Avian;H5N8 HPAI;43.862763;-0.044144;AYZIEU;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1478;287075;Influenza - Avian;H5N8 HPAI;43.670577;-0.909033;GARREY;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1479;287074;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;GARLIN;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1480;287073;Influenza - Avian;H5N8 HPAI;43.9435;0.101863;CASTELNAU D''AUZAN LABARRERE;France;Europe;2021-01-12;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1481;287072;Influenza - Avian;H5N8 HPAI;43.6738;-0.841241;CASTELNAU-CHALOSSE;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1482;287071;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;POEY-D''OLORON;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1483;287070;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;SAINT-GIRONS-EN-BEARN;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1484;287069;Influenza - Avian;H5N8 HPAI;43.717476;-0.747439;SAINT-AUBIN;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1485;287068;Influenza - Avian;H5N8 HPAI;43.703281;-0.63059;DOAZIT;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1486;287067;Influenza - Avian;H5N8 HPAI;43.570554;-0.722065;BONNEGARDE;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1487;287066;Influenza - Avian;H5N8 HPAI;43.7971;0.028468;SAINTE-CHRISTIE-D''ARMAGNAC;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1488;287065;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;LAY-LAMIDOU;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1489;287064;Influenza - Avian;H5N8 HPAI;43.3017;-0.3686;URDES;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1490;287063;Influenza - Avian;H5N8 HPAI;43.703767;-0.410703;CLASSUN;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1491;287062;Influenza - Avian;H5N8 HPAI;43.760181;-0.660171;TOULOUZETTE;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1492;287061;Influenza - Avian;H5N8 HPAI;43.669047;-0.515605;SERRES-GASTON;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1493;287060;Influenza - Avian;H5N8 HPAI;43.763143;-0.469685;MONTGAILLARD;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1494;287059;Influenza - Avian;H5N8 HPAI;43.692335;-0.428765;SAINT-LOUBOUER;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1495;287058;Influenza - Avian;H5N8 HPAI;43.669471;-0.34164;BAHUS-SOUBIRAN;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1496;287057;Influenza - Avian;H5N8 HPAI;43.818918;-0.558102;HAUT-MAUCO;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
1497;287056;Influenza - Avian;H5N8 HPAI;43.818971;-0.492831;BENQUET;France;Europe;2021-01-11;2021-01-22;domestic, unspecified bird;OIE;NA;NA;Confirmed;HPAI;H5N8;Domestic;Unspecified bird;NA
